"content_id","slug","title","primary_intent","cluster","funnel_stage","pillar_id","planned_week","planned_day"
"262","decide-what-to-favorite","What Deserves a Place in Your Favorites?","decide what media to favorite","Favorites & Watchlists","Awareness","261","",""
"263","keep-favorites-list-manageable","How to Keep a Favorites List Manageable","manage favorites list size","Favorites & Watchlists","Retention","261","",""
"264","quarterly-favorites-audit","A Quarterly Audit for Your Media Favorites","quarterly favorites review","Favorites & Watchlists","Retention","261","",""
"265","handle-unavailable-favorites","What to Do With Favorites That Become Unavailable","unavailable favorite media","Favorites & Watchlists","Retention","261","",""
"266","resolve-duplicate-favorites","How to Resolve Duplicate-Looking Items in Favorites","duplicate items in favorites","Favorites & Watchlists","Retention","261","",""
"267","separate-favorites-by-profile","How Separate Profiles Keep Favorites Personal","profile-specific favorites","Favorites & Watchlists","Consideration","261","",""
"268","build-themed-favorites-shortlist","How to Build a Themed Shortlist With Favorites","themed favorites shortlist","Favorites & Watchlists","Awareness","261","",""
"269","create-tonight-shortlist","How to Create a Temporary Shortlist for Tonight","temporary viewing shortlist","Favorites & Watchlists","Awareness","261","",""
"270","long-term-favorites-vs-next-up","Long-Term Favorites or Next-Up List: Separate the Intent","long-term favorites vs next-up list","Favorites & Watchlists","Awareness","261","",""
"271","review-favorites-after-watching","Should a Title Stay in Favorites After You Watch It?","post-viewing favorite retention decision","Favorites & Watchlists","Retention","261","",""
"272","recover-missing-favorite","How to Investigate a Favorite That Appears Missing","missing favorite troubleshooting","Favorites & Watchlists","Retention","261","",""
"273","favorite-correct-media-version","How to Favorite the Correct Version of a Title","favorite correct media version","Favorites & Watchlists","Consideration","261","",""
"274","start-discovery-from-favorites","How to Use Favorites as a Starting Point for Discovery","favorites based discovery workflow","Favorites & Watchlists","Awareness","261","",""
"275","avoid-favorite-list-inflation","Why Saving Everything Makes Favorites Less Useful","favorite list inflation","Favorites & Watchlists","Awareness","261","",""
"276","shared-screen-favorites-etiquette","A Simple Favorites Etiquette for Shared Screens","shared screen favorites etiquette","Favorites & Watchlists","Consideration","261","",""
"277","organize-favorite-series","How to Organize Favorite Series Without Saving Every Episode","favorite series organization","Favorites & Watchlists","Retention","261","",""
"278","review-favorites-after-source-change","How to Review Favorites After a Source Change","favorites after source change","Favorites & Watchlists","Retention","261","",""
"279","rebuild-favorites-after-device-move","How to Verify Favorites After Moving to a New Device","favorites after device migration","Favorites & Watchlists","Retention","261","",""
"280","favorites-watchlist-checklist","A Favorites and Shortlist Quality Checklist","favorites shortlist checklist","Favorites & Watchlists","Retention","261","",""
"281","continue-watching-hygiene-guide","The Complete Guide to Continue Watching Hygiene","continue watching hygiene guide","Continue Watching Hygiene","Awareness","281","",""
"282","clear-sampled-titles-from-resume-list","How to Triage Titles You Only Sampled","sampled titles in continue watching","Continue Watching Hygiene","Retention","281","",""
"283","completed-title-still-in-progress","Why a Completed Title May Still Look In Progress","completed title in continue watching","Continue Watching Hygiene","Retention","281","",""
"284","wrong-episode-in-resume-row","How to Investigate the Wrong Episode in a Resume Row","wrong episode in continue watching","Continue Watching Hygiene","Retention","281","",""
"285","duplicate-versions-in-resume-row","How to Handle Multiple Versions in Continue Watching","multiple versions in continue watching","Continue Watching Hygiene","Retention","281","",""
"286","shared-profile-resume-clutter","How Shared Profiles Create Resume-Row Clutter","shared profile continue watching clutter","Continue Watching Hygiene","Consideration","281","",""
"287","offline-progress-returns-later","Why Offline Progress Can Reappear After Reconnection","offline progress continue watching","Continue Watching Hygiene","Retention","281","",""
"288","resume-row-differs-between-screens","Why Continue Watching Can Differ Between Screens","continue watching differs across devices","Continue Watching Hygiene","Retention","281","",""
"289","prioritize-active-resume-items","How to Prioritize Genuinely Active Resume Items","prioritize continue watching items","Continue Watching Hygiene","Retention","281","",""
"290","triage-long-continue-watching-row","A Fast Triage for an Overlong Continue Watching Row","long continue watching row triage","Continue Watching Hygiene","Retention","281","",""
"291","resume-after-version-change","How to Resume Safely After a Title Version Changes","continue watching after version change","Continue Watching Hygiene","Retention","281","",""
"292","avoid-clutter-from-brief-playback","How to Explore Without Filling Continue Watching With Samples","prevent sampled playback clutter","Continue Watching Hygiene","Awareness","281","",""
"293","paused-or-abandoned-title","Paused or Abandoned? Decide What Belongs in the Resume Row","paused vs abandoned media","Continue Watching Hygiene","Awareness","281","",""
"294","use-completion-checkpoints","How Completion Checkpoints Improve Resume-Row Accuracy","media completion checkpoint workflow","Continue Watching Hygiene","Retention","281","",""
"295","audit-series-episode-rollover","How to Audit Episode Rollover in Continue Watching","continue watching episode rollover","Continue Watching Hygiene","Retention","281","",""
"296","prepare-resume-row-for-shared-session","How to Review Continue Watching Before a Shared Session","shared session resume row review","Continue Watching Hygiene","Consideration","281","",""
"297","document-resume-row-issue","How to Document a Continue Watching Problem for Support","report continue watching issue","Continue Watching Hygiene","Retention","281","",""
"298","review-row-after-profile-switch","What to Check After Switching Profiles in Continue Watching","continue watching after profile switch","Continue Watching Hygiene","Retention","281","",""
"299","weekly-resume-row-review","A Weekly Review Routine for Continue Watching","weekly continue watching review","Continue Watching Hygiene","Retention","281","",""
"300","continue-watching-hygiene-checklist","A Continue Watching Hygiene Checklist","continue watching cleanup checklist","Continue Watching Hygiene","Retention","281","",""
"301","recommendations-discovery-guide","The Complete Guide to Recommendations and Library Discovery","media recommendations discovery guide","Recommendations & Discovery","Awareness","301","",""
"302","source-based-recommendations-explained","How Source-Based Recommendations Support Discovery","source based media recommendations","Recommendations & Discovery","Awareness","301","",""
"303","metadata-shapes-related-titles","How Metadata Shapes Related-Title Suggestions","metadata influence on media recommendations","Recommendations & Discovery","Awareness","301","",""
"304","recommendations-search-or-browse","Recommendations, Search, or Browsing: Choose the Right Route","recommendations vs search vs browsing","Recommendations & Discovery","Awareness","301","",""
"305","evaluate-why-titles-seem-related","How to Evaluate Why Two Titles Seem Related","evaluate related media titles","Recommendations & Discovery","Consideration","301","",""
"306","escape-repetitive-recommendation-loop","How to Escape a Repetitive Recommendation Loop","repetitive media recommendations","Recommendations & Discovery","Retention","301","",""
"307","broaden-discovery-beyond-one-genre","How to Broaden Discovery Beyond One Familiar Genre","broaden media discovery genres","Recommendations & Discovery","Awareness","301","",""
"308","use-surprising-title-as-discovery-pivot","Turn One Surprising Title Into a Discovery Path","media discovery pivot title","Recommendations & Discovery","Awareness","301","",""
"309","related-titles-vs-category-browsing","Related Titles or Category Browsing: Compare the Results","related titles vs category discovery","Recommendations & Discovery","Consideration","301","",""
"310","recommendations-with-incomplete-metadata","Why Incomplete Metadata Can Weaken Discovery Paths","recommendations incomplete metadata","Recommendations & Discovery","Awareness","301","",""
"311","verify-version-before-following-recommendation","Why You Should Check the Version Behind a Recommendation","recommendation media version check","Recommendations & Discovery","Consideration","301","",""
"312","handle-unavailable-recommendations","How to Handle a Recommended Title That Is Unavailable","unavailable recommended media","Recommendations & Discovery","Retention","301","",""
"313","use-recommendations-for-shared-choice","A Recommendation Workflow for Shared Viewing Decisions","recommendations shared viewing choice","Recommendations & Discovery","Consideration","301","",""
"314","turn-recommendations-into-shortlist","How to Turn Recommendations Into a Focused Shortlist","recommendations to media shortlist","Recommendations & Discovery","Awareness","301","",""
"315","audit-recommendation-relevance","How to Audit the Relevance of Related-Title Suggestions","recommendation relevance audit","Recommendations & Discovery","Retention","301","",""
"316","evaluate-irrelevant-recommendation","How to Learn From an Irrelevant Recommendation","irrelevant media recommendation analysis","Recommendations & Discovery","Retention","301","",""
"317","discover-back-catalog-related-titles","How to Explore a Back Catalog Through Related Titles","back catalog discovery workflow","Recommendations & Discovery","Awareness","301","",""
"318","avoid-recency-bias-in-discovery","How to Avoid Recency Bias While Browsing a Library","media discovery recency bias","Recommendations & Discovery","Awareness","301","",""
"319","three-hop-discovery-session","Build a Three-Hop Discovery Session Without Endless Browsing","three hop media discovery","Recommendations & Discovery","Consideration","301","",""
"320","recommendations-discovery-checklist","A Recommendations and Discovery Quality Checklist","media recommendations discovery checklist","Recommendations & Discovery","Retention","301","",""
"321","tv-interface-ergonomics-guide","The Complete Guide to TV Interface Ergonomics","TV interface ergonomics guide","TV Interface Ergonomics","Awareness","321","",""
"322","control-information-density-tv","How to Control Information Density on a TV Screen","TV interface information density","TV Interface Ergonomics","Awareness","321","",""
"323","choose-compact-tv-sidebar","How Wide Should a TV Navigation Sidebar Be?","TV sidebar width ergonomics","TV Interface Ergonomics","Consideration","321","",""
"324","design-compact-tv-filter-layout","How to Make TV Filters Compact Without Hiding Their Meaning","compact TV filter layout","TV Interface Ergonomics","Consideration","321","",""
"325","handle-title-truncation-tv","How to Handle Long Titles on a TV Interface","TV title truncation","TV Interface Ergonomics","Awareness","321","",""
"326","size-secondary-metadata-tv","How to Keep Secondary Metadata Readable on TV","TV metadata text sizing","TV Interface Ergonomics","Awareness","321","",""
"327","focus-contrast-over-artwork","How to Keep Focus Visible Over Bright and Dark Artwork","TV focus contrast artwork","TV Interface Ergonomics","Consideration","321","",""
"328","balance-tv-detail-panel","How to Balance Artwork, Details, and Actions on TV","TV detail panel layout","TV Interface Ergonomics","Consideration","321","",""
"329","size-recommendation-rows-tv","Why Recommendation Rows Need Enough Height on TV","TV recommendation row height","TV Interface Ergonomics","Awareness","321","",""
"330","respect-tv-safe-areas","How Safe Areas Protect TV Interface Content","TV interface safe areas","TV Interface Ergonomics","Awareness","321","",""
"331","design-tv-confirmation-dialogs","How to Design Clear Confirmation Dialogs for TV","TV confirmation dialog ergonomics","TV Interface Ergonomics","Consideration","321","",""
"332","make-tv-loading-states-readable","How to Make TV Loading States Informative at a Distance","TV loading state readability","TV Interface Ergonomics","Awareness","321","",""
"333","write-tv-error-messages","How to Write TV Error Messages That Work From the Sofa","TV error message readability","TV Interface Ergonomics","Awareness","321","",""
"334","reduce-tv-keyboard-burden","How to Reduce On-Screen Keyboard Burden on TV","TV on-screen keyboard ergonomics","TV Interface Ergonomics","Consideration","321","",""
"335","use-motion-carefully-tv","How to Use Motion Without Distracting TV Viewers","TV interface motion comfort","TV Interface Ergonomics","Awareness","321","",""
"336","choose-poster-or-landscape-cards","Poster or Landscape Cards: Choose by Information Need","TV poster vs landscape cards","TV Interface Ergonomics","Consideration","321","",""
"337","place-primary-actions-tv","Where Primary Actions Should Sit on a TV Detail Screen","TV primary action placement","TV Interface Ergonomics","Consideration","321","",""
"338","keep-tv-headers-useful","How to Keep TV Headers Visible Without Wasting Space","TV header space efficiency","TV Interface Ergonomics","Consideration","321","",""
"339","audit-tv-layout-screen-sizes","How to Audit a TV Layout Across Different Screen Sizes","TV layout screen size audit","TV Interface Ergonomics","Retention","321","",""
"340","tv-ergonomics-checklist","A TV Interface Ergonomics Checklist","TV interface ergonomics checklist","TV Interface Ergonomics","Retention","321","",""
"341","remote-dpad-navigation-qa","The Complete QA Guide for Remote and D-Pad Navigation","remote D-pad navigation QA","Remote & D-pad Navigation","Awareness","341","",""
"342","choose-initial-tv-focus","How to Choose the Right Initial Focus on a TV Screen","TV initial focus selection","Remote & D-pad Navigation","Consideration","341","",""
"343","diagnose-tv-focus-trap","How to Diagnose a Focus Trap in a TV Interface","TV focus trap troubleshooting","Remote & D-pad Navigation","Retention","341","",""
"344","preserve-focus-after-back","How to Preserve List Focus After Pressing Back","preserve TV focus after back","Remote & D-pad Navigation","Retention","341","",""
"345","navigate-edges-of-tv-grid","What Should Happen at the Edge of a TV Grid?","TV grid edge navigation","Remote & D-pad Navigation","Awareness","341","",""
"346","move-between-sidebar-and-content","How Focus Should Move Between a Sidebar and Content","TV sidebar content focus path","Remote & D-pad Navigation","Consideration","341","",""
"347","connect-filters-to-results-tv","How to Create a Clear D-Pad Path From Filters to Results","TV filter result focus navigation","Remote & D-pad Navigation","Consideration","341","",""
"348","navigate-tv-dialog-with-remote","How to Navigate a TV Dialog Without Losing Context","remote focus inside TV dialogs","Remote & D-pad Navigation","Awareness","341","",""
"349","handle-long-horizontal-rows","How D-Pad Focus Should Behave in Long Horizontal Rows","long TV row focus navigation","Remote & D-pad Navigation","Consideration","341","",""
"350","communicate-disabled-tv-controls","How Disabled Controls Should Behave With a Remote","disabled TV control focus behavior","Remote & D-pad Navigation","Consideration","341","",""
"351","restore-focus-after-content-load","How to Restore Focus After TV Content Loads","TV focus after async content","Remote & D-pad Navigation","Retention","341","",""
"352","remember-focus-between-tv-tabs","Should a TV Interface Remember Focus Between Tabs?","TV focus memory between tabs","Remote & D-pad Navigation","Consideration","341","",""
"353","back-home-and-exit-behavior","Back, Home, and Exit: Keep Remote Actions Distinct","TV back home exit behavior","Remote & D-pad Navigation","Awareness","341","",""
"354","make-select-button-consistent","Why the Select Button Needs One Predictable Meaning","TV select button consistency","Remote & D-pad Navigation","Awareness","341","",""
"355","prevent-key-repeat-overshoot","How to Prevent Remote Key Repeat From Overshooting","remote key repeat overshoot","Remote & D-pad Navigation","Retention","341","",""
"356","navigate-tv-recommendations-row","How to Navigate Recommendation Rows With a D-Pad","TV recommendation row navigation","Remote & D-pad Navigation","Awareness","341","",""
"357","build-dpad-test-matrix","How to Build a Direction-by-Direction D-Pad Test Matrix","D-pad navigation test matrix","Remote & D-pad Navigation","Consideration","341","",""
"358","test-focus-with-overlays","How to Test D-Pad Focus When Overlays Open","TV overlay focus testing","Remote & D-pad Navigation","Retention","341","",""
"359","report-remote-navigation-bug","How to Report a Remote Navigation Bug Clearly","report TV remote navigation bug","Remote & D-pad Navigation","Retention","341","",""
"360","dpad-accessibility-checklist","A D-Pad Navigation Accessibility Checklist","D-pad navigation accessibility checklist","Remote & D-pad Navigation","Retention","341","",""
"361","browser-viewing-workflow-guide","The Complete Guide to Browser Viewing Workflows","browser viewing workflow guide","Browser Viewing Workflows","Awareness","361","",""
"362","check-browser-compatibility-first","What to Check Before Starting a Browser Viewing Session","browser compatibility preflight","Browser Viewing Workflows","Consideration","361","",""
"363","prepare-browser-viewing-session","A Two-Minute Browser Viewing Session Setup","browser viewing session setup","Browser Viewing Workflows","Awareness","361","",""
"364","choose-windowed-or-full-screen","Windowed or Full-Screen Viewing: Choose by Context","windowed vs full-screen viewing","Browser Viewing Workflows","Awareness","361","",""
"365","manage-tabs-during-viewing","How to Manage Browser Tabs During a Viewing Session","browser tab management viewing","Browser Viewing Workflows","Awareness","361","",""
"366","move-browser-session-between-monitors","How to Move a Browser Session Between Monitors Carefully","browser viewing multiple monitors","Browser Viewing Workflows","Consideration","361","",""
"367","prepare-laptop-battery-for-viewing","How to Prepare a Laptop Battery for a Viewing Session","laptop battery viewing preparation","Browser Viewing Workflows","Awareness","361","",""
"368","select-browser-audio-output","How to Verify Audio Output Before Browser Playback","browser audio output selection","Browser Viewing Workflows","Retention","361","",""
"369","make-browser-subtitles-readable","How to Check Subtitle Readability in a Browser Window","browser subtitle readability","Browser Viewing Workflows","Consideration","361","",""
"370","protect-account-on-shared-browser","How to Protect Your Account on a Shared Browser","shared browser account privacy","Browser Viewing Workflows","Consideration","361","",""
"371","end-browser-session-cleanly","A Clean Sign-Out Routine for Browser Viewing","browser viewing sign out routine","Browser Viewing Workflows","Retention","361","",""
"372","recover-after-browser-refresh","How to Recover Context After Refreshing a Viewing Page","browser refresh viewing recovery","Browser Viewing Workflows","Retention","361","",""
"373","review-browser-update-changes","What to Check After a Browser Update","browser update viewing checks","Browser Viewing Workflows","Retention","361","",""
"374","diagnose-browser-extension-conflict","How to Investigate Browser Extension Interference","browser extension media conflict","Browser Viewing Workflows","Retention","361","",""
"375","troubleshoot-browser-site-data","When Browser Site Data May Need Troubleshooting","browser site data troubleshooting","Browser Viewing Workflows","Retention","361","",""
"376","private-vs-regular-browser-session","Private or Regular Window: Which Fits the Session?","private vs regular browser viewing","Browser Viewing Workflows","Awareness","361","",""
"377","use-external-display-with-browser","How to Prepare an External Display for Browser Viewing","browser external display setup","Browser Viewing Workflows","Consideration","361","",""
"378","handoff-browser-session-to-tv","How to Move From a Browser Session to a Supported TV","browser to TV viewing handoff","Browser Viewing Workflows","Consideration","361","",""
"379","browser-viewing-low-power-computer","A Lightweight Viewing Workflow for a Low-Power Computer","browser viewing low power computer","Browser Viewing Workflows","Consideration","361","",""
"380","browser-viewing-workflow-checklist","A Browser Viewing Workflow Checklist","browser viewing checklist","Browser Viewing Workflows","Retention","361","",""
"381","mobile-viewing-workflow-guide","The Complete Guide to Mobile Viewing Workflows","mobile viewing workflow guide","Mobile Viewing Workflows","Awareness","381","",""
"382","one-minute-mobile-session-prep","A One-Minute Check Before Mobile Viewing","mobile viewing session preflight","Mobile Viewing Workflows","Awareness","381","",""
"383","portrait-vs-landscape-viewing","Portrait or Landscape: Choose the Right Orientation","portrait vs landscape media viewing","Mobile Viewing Workflows","Awareness","381","",""
"384","handle-calls-and-notifications","How to Handle Calls and Notifications During Viewing","mobile viewing interruptions","Mobile Viewing Workflows","Awareness","381","",""
"385","return-after-app-backgrounding","How to Recheck Playback After an App Returns From the Background","mobile playback after backgrounding","Mobile Viewing Workflows","Retention","381","",""
"386","evaluate-mobile-touch-targets","How Touch-Target Size Affects Mobile Media Controls","mobile media touch target ergonomics","Mobile Viewing Workflows","Awareness","381","",""
"387","read-metadata-on-small-screen","How to Read Essential Media Details on a Small Screen","mobile media metadata readability","Mobile Viewing Workflows","Awareness","381","",""
"388","manage-favorites-quickly-mobile","A Quick Mobile Workflow for Reviewing Favorites","mobile favorites review workflow","Mobile Viewing Workflows","Retention","381","",""
"389","verify-audio-track-mobile","How to Verify an Audio Track on Mobile","mobile audio track verification","Mobile Viewing Workflows","Consideration","381","",""
"390","check-subtitles-small-screen","How to Check Subtitles on a Small Mobile Screen","mobile subtitle verification","Mobile Viewing Workflows","Consideration","381","",""
"391","choose-phone-or-tablet-at-home","Phone or Tablet: Which Fits a Home Viewing Moment?","phone vs tablet home viewing","Mobile Viewing Workflows","Awareness","381","",""
"392","plan-battery-for-mobile-session","How to Plan Battery Use for a Mobile Viewing Session","mobile viewing battery planning","Mobile Viewing Workflows","Awareness","381","",""
"393","verify-headphone-audio-route","How to Verify Headphone Audio Before Mobile Playback","mobile headphone audio route","Mobile Viewing Workflows","Retention","381","",""
"394","set-comfortable-screen-brightness","How to Choose Comfortable Screen Brightness for Viewing","mobile viewing screen brightness","Mobile Viewing Workflows","Awareness","381","",""
"395","search-save-watch-later-mobile","A Search-and-Save Workflow for Mobile Discovery","mobile search and save workflow","Mobile Viewing Workflows","Consideration","381","",""
"396","check-profile-on-shared-phone","What to Check Before Viewing on a Shared Phone","shared phone profile check","Mobile Viewing Workflows","Consideration","381","",""
"397","review-mobile-app-after-update","What to Review After a Mobile App Update","mobile media app update checks","Mobile Viewing Workflows","Retention","381","",""
"398","protect-mobile-session-in-public","How to Protect Viewing Privacy in a Public Place","mobile viewing visual privacy","Mobile Viewing Workflows","Awareness","381","",""
"399","mobile-accessibility-preflight","A Mobile Accessibility Preflight for Comfortable Viewing","mobile viewing accessibility preflight","Mobile Viewing Workflows","Consideration","381","",""
"400","mobile-viewing-workflow-checklist","A Mobile Viewing Workflow Checklist","mobile viewing checklist","Mobile Viewing Workflows","Retention","381","",""
"401","the-complete-guide-to-tablet-viewing-workflows","The Complete Guide to Tablet Viewing Workflows","tablet viewing workflow guide","Tablet Viewing Workflows","Awareness","401","",""
"402","how-to-prepare-a-tablet-for-a-long-viewing-session","How to Prepare a Tablet for a Long Viewing Session","tablet long session preparation","Tablet Viewing Workflows","Retention","401","",""
"403","handheld-propped-up-or-docked-choose-a-tablet-viewing-position","Handheld, Propped Up, or Docked: Choose a Tablet Viewing Position","tablet viewing position choice","Tablet Viewing Workflows","Consideration","401","",""
"404","how-to-build-a-distraction-light-tablet-viewing-mode","How to Build a Distraction-Light Tablet Viewing Mode","tablet distraction reduction workflow","Tablet Viewing Workflows","Retention","401","",""
"405","how-to-organize-a-tablet-home-screen-for-media-sessions","How to Organize a Tablet Home Screen for Media Sessions","tablet media home screen organization","Tablet Viewing Workflows","Retention","401","",""
"406","how-to-navigate-a-large-library-with-tablet-touch-gestures","How to Navigate a Large Library With Tablet Touch Gestures","tablet library touch navigation","Tablet Viewing Workflows","Retention","401","",""
"407","how-to-use-a-tablet-keyboard-for-faster-library-navigation","How to Use a Tablet Keyboard for Faster Library Navigation","tablet keyboard media navigation","Tablet Viewing Workflows","Retention","401","",""
"408","how-to-review-series-episodes-efficiently-on-a-tablet","How to Review Series Episodes Efficiently on a Tablet","tablet series episode review workflow","Tablet Viewing Workflows","Retention","401","",""
"409","how-to-compare-media-versions-on-a-tablet-detail-screen","How to Compare Media Versions on a Tablet Detail Screen","tablet media version comparison","Tablet Viewing Workflows","Retention","401","",""
"410","a-tablet-workflow-for-browsing-while-someone-else-uses-the-tv","A Tablet Workflow for Browsing While Someone Else Uses the TV","tablet companion browsing workflow","Tablet Viewing Workflows","Retention","401","",""
"411","how-to-resume-a-tablet-session-after-screen-lock","How to Resume a Tablet Session After Screen Lock","tablet playback after screen lock","Tablet Viewing Workflows","Retention","401","",""
"412","how-to-recover-viewing-context-after-tablet-rotation","How to Recover Viewing Context After Tablet Rotation","tablet rotation context recovery","Tablet Viewing Workflows","Retention","401","",""
"413","how-to-keep-tablet-controls-reachable-in-landscape","How to Keep Tablet Controls Reachable in Landscape","tablet landscape control reachability","Tablet Viewing Workflows","Retention","401","",""
"414","how-to-switch-safely-between-speakers-and-headphones-on-a-tablet","How to Switch Safely Between Speakers and Headphones on a Tablet","tablet audio output handoff","Tablet Viewing Workflows","Retention","401","",""
"415","a-shared-tablet-sign-in-and-sign-out-routine","A Shared-Tablet Sign-In and Sign-Out Routine","shared tablet account session routine","Tablet Viewing Workflows","Retention","401","",""
"416","how-to-prepare-a-tablet-for-guest-viewing-without-mixing-profiles","How to Prepare a Tablet for Guest Viewing Without Mixing Profiles","guest viewing tablet profile workflow","Tablet Viewing Workflows","Retention","401","",""
"417","how-to-review-favorites-on-a-larger-touch-screen","How to Review Favorites on a Larger Touch Screen","tablet favorites review workflow","Tablet Viewing Workflows","Retention","401","",""
"418","how-to-use-a-tablet-as-a-catalog-planning-screen","How to Use a Tablet as a Catalog Planning Screen","tablet catalog planning workflow","Tablet Viewing Workflows","Retention","401","",""
"419","how-to-document-a-tablet-specific-playback-problem","How to Document a Tablet-Specific Playback Problem","report tablet playback issue","Tablet Viewing Workflows","Retention","401","",""
"420","a-tablet-viewing-workflow-checklist","A Tablet Viewing Workflow Checklist","tablet viewing workflow checklist","Tablet Viewing Workflows","Retention","401","",""
"421","a-state-by-state-guide-to-cross-device-viewing-handoff","A State-by-State Guide to Cross-Device Viewing Handoff","cross-device handoff state model","Cross-Device Handoff","Awareness","421","",""
"422","handoff-mirroring-or-casting-know-which-workflow-you-need","Handoff, Mirroring, or Casting: Know Which Workflow You Need","handoff vs mirroring vs casting","Cross-Device Handoff","Consideration","421","",""
"423","what-must-match-before-a-cross-device-handoff-can-work","What Must Match Before a Cross-Device Handoff Can Work?","cross-device handoff prerequisites","Cross-Device Handoff","Retention","421","",""
"424","how-to-verify-item-identity-before-moving-between-screens","How to Verify Item Identity Before Moving Between Screens","handoff media identity verification","Cross-Device Handoff","Retention","421","",""
"425","how-to-hand-off-mid-episode-without-opening-the-wrong-episode","How to Hand Off Mid-Episode Without Opening the Wrong Episode","mid-episode handoff episode verification","Cross-Device Handoff","Retention","421","",""
"426","how-to-move-between-screens-when-several-versions-exist","How to Move Between Screens When Several Versions Exist","cross-device handoff multiple versions","Cross-Device Handoff","Retention","421","",""
"427","why-a-target-device-may-resume-from-an-older-position","Why a Target Device May Resume From an Older Position","stale handoff resume position diagnostics","Cross-Device Handoff","Retention","421","",""
"428","how-to-hand-off-after-a-source-catalog-refresh","How to Hand Off After a Source Catalog Refresh","handoff after source refresh","Cross-Device Handoff","Retention","421","",""
"429","how-to-change-screens-without-changing-household-profiles","How to Change Screens Without Changing Household Profiles","handoff preserve profile context","Cross-Device Handoff","Retention","421","",""
"430","how-to-preserve-an-audio-choice-during-a-device-handoff","How to Preserve an Audio Choice During a Device Handoff","handoff audio selection continuity","Cross-Device Handoff","Consideration","421","",""
"431","how-to-preserve-subtitle-context-during-a-device-handoff","How to Preserve Subtitle Context During a Device Handoff","handoff subtitle context continuity","Cross-Device Handoff","Retention","421","",""
"432","how-to-move-a-session-from-tv-to-tablet","How to Move a Session From TV to Tablet","TV to tablet viewing handoff","Cross-Device Handoff","Retention","421","",""
"433","how-to-resume-on-a-shared-screen-without-exposing-private-history","How to Resume on a Shared Screen Without Exposing Private History","private cross-device handoff shared screen","Cross-Device Handoff","Retention","421","",""
"434","what-to-do-when-the-target-device-is-temporarily-offline","What to Do When the Target Device Is Temporarily Offline","offline target device handoff","Cross-Device Handoff","Retention","421","",""
"435","how-to-recheck-a-handoff-after-an-app-update","How to Recheck a Handoff After an App Update","cross-device handoff after app update","Cross-Device Handoff","Retention","421","",""
"436","how-to-verify-audio-output-before-resuming-on-another-screen","How to Verify Audio Output Before Resuming on Another Screen","handoff target audio output check","Cross-Device Handoff","Retention","421","",""
"437","how-to-end-a-guest-handoff-cleanly-on-a-shared-device","How to End a Guest Handoff Cleanly on a Shared Device","guest handoff session cleanup","Cross-Device Handoff","Retention","421","",""
"438","how-to-document-a-cross-device-handoff-failure","How to Document a Cross-Device Handoff Failure","report handoff failure","Cross-Device Handoff","Retention","421","",""
"439","build-a-device-to-device-handoff-test-matrix","Build a Device-to-Device Handoff Test Matrix","cross-device handoff test matrix","Cross-Device Handoff","Retention","421","",""
"440","a-cross-device-handoff-readiness-checklist","A Cross-Device Handoff Readiness Checklist","cross-device handoff readiness checklist","Cross-Device Handoff","Retention","421","",""
"441","the-complete-guide-to-household-media-profiles","The Complete Guide to Household Media Profiles","household media profile guide","Household Profiles","Awareness","441","",""
"442","separate-profiles-or-one-shared-profile-a-decision-framework","Separate Profiles or One Shared Profile: A Decision Framework","separate vs shared household profiles","Household Profiles","Consideration","441","",""
"443","how-many-household-profiles-do-you-actually-need","How Many Household Profiles Do You Actually Need?","household profile count planning","Household Profiles","Consideration","441","",""
"444","how-to-name-profiles-clearly-on-a-shared-tv","How to Name Profiles Clearly on a Shared TV","profile naming shared TV","Household Profiles","Retention","441","",""
"445","how-to-confirm-the-active-profile-before-playback","How to Confirm the Active Profile Before Playback","active media profile check","Household Profiles","Retention","441","",""
"446","how-to-prevent-progress-from-landing-on-the-wrong-profile","How to Prevent Progress From Landing on the Wrong Profile","wrong profile progress prevention","Household Profiles","Retention","441","",""
"447","what-to-do-after-watching-on-the-wrong-profile","What to Do After Watching on the Wrong Profile","wrong profile viewing recovery","Household Profiles","Retention","441","",""
"448","how-to-investigate-a-favorite-saved-to-the-wrong-profile","How to Investigate a Favorite Saved to the Wrong Profile","wrong profile favorite diagnostic","Household Profiles","Retention","441","",""
"449","how-language-preferences-should-be-reviewed-per-profile","How Language Preferences Should Be Reviewed Per Profile","per-profile language preference review","Household Profiles","Consideration","441","",""
"450","how-to-introduce-a-new-household-profile-without-clutter","How to Introduce a New Household Profile Without Clutter","new household profile onboarding","Household Profiles","Retention","441","",""
"451","a-profile-offboarding-checklist-when-someone-leaves-a-household","A Profile Offboarding Checklist When Someone Leaves a Household","household profile offboarding","Household Profiles","Retention","441","",""
"452","how-to-review-profile-activity-without-invading-privacy","How to Review Profile Activity Without Invading Privacy","household profile activity privacy","Household Profiles","Retention","441","",""
"453","when-a-couple-should-use-separate-viewing-profiles","When a Couple Should Use Separate Viewing Profiles","couple separate media profile decision","Household Profiles","Consideration","441","",""
"454","how-to-handle-a-shared-tv-that-opens-the-wrong-profile","How to Handle a Shared TV That Opens the Wrong Profile","shared TV wrong profile startup","Household Profiles","Retention","441","",""
"455","how-to-resolve-conflicting-preferences-between-profiles","How to Resolve Conflicting Preferences Between Profiles","household profile preference conflict","Household Profiles","Retention","441","",""
